Name Mass Radius Orbit Smass Distance Habitable Method Year
"Kepler-1029 b" 1.86 1.25 0.05 0.82 422 0 "transit" 2016
"Kepler-1030 b" 25.7 2.48 0.13 0.8 795 0 "transit" 2016
"Kepler-1031 b" 0.56 0.87 0.02 1.09 741 0 "transit" 2016
"Kepler-1032 b" 7.92 1.87 0.04 0.77 607 0 "transit" 2016
"Kepler-1033 b" 2.97 2.51 0.07 0.94 1425 0 "transit" 2016
"Kepler-1034 b" 17.18 2.26 0.1 0.83 706 0 "transit" 2016
"Kepler-1035 b" 1.45 1.16 0.04 0.98 408 0 "transit" 2016
"Kepler-1036 b" 5.34 3.01 0.48 0.95 507 0 "transit" 2016
"Kepler-1037 b" 1.98 1.28 0.02 0.82 451 0 "transit" 2016
"Kepler-1038 b" 8.7 3.53 0.52 0.87 622 0 "transit" 2016
"Kepler-1039 b" 3.14 1.46 0.02 0.79 324 0 "transit" 2016
"Kepler-1040 b" 12.15 2.08 0.67 0.98 473 0 "transit" 2016
"Kepler-1041 b" 4.92 2.93 0.17 1.06 979 0 "transit" 2016
"Kepler-1042 b" 14.78 2.18 0.08 0.75 659 0 "transit" 2016
"Kepler-1043 b" 3.1 2.54 0.22 0.92 838 0 "transit" 2016
"Kepler-1044 b" 3.62 2.67 0.07 1.08 1507 0 "transit" 2016
"Kepler-1045 b" 3.72 2.69 0.17 0.86 971 0 "transit" 2016
"Kepler-1046 b" 5.68 1.71 0.12 1.04 518 0 "transit" 2016
"Kepler-1047 b" 12.15 2.08 0.29 1.08 566 0 "transit" 2016
"Kepler-1047 c" 0.83 0.99 0.04 1.08 566 0 "transit" 2016
"Kepler-1048 b" 4.54 1.61 0.06 0.75 415 0 "transit" 2016
"Kepler-1049 b" 0.74 0.95 0.03 0.51 129 0 "transit" 2016
"Kepler-1050 b" 4.42 1.6 0.12 1.09 555 0 "transit" 2016
"Kepler-1050 c" 3.31 1.48 0.15 1.09 555 0 "transit" 2016
"Kepler-1051 b" 7.73 3.39 0.19 1.43 1021 0 "transit" 2016
"Kepler-1052 b" 4.86 2.92 0.21 1.03 1051 0 "transit" 2016
"Kepler-1053 b" 0.8 0.97 0.03 0.74 171 0 "transit" 2016
"Kepler-1054 b" 3.47 2.63 0.06 1.22 1050 0 "transit" 2016
"Kepler-1055 b" 1.75 1.23 0.03 0.98 422 0 "transit" 2016
"Kepler-1056 b" 5.34 3.01 0.19 1.12 971 0 "transit" 2016
"Kepler-1057 b" 7.49 3.36 0.12 1.07 1462 0 "transit" 2016
"Kepler-1058 b" 3.87 2.72 0.41 0.73 525 0 "transit" 2016
"Kepler-1059 b" 5.82 1.72 0.04 0.75 673 0 "transit" 2016
"Kepler-1060 b" 21.25 2.37 0.25 0.99 861 0 "transit" 2016
"Kepler-1061 b" 9.95 1.98 0.04 1.09 585 0 "transit" 2016
"Kepler-1062 b" 6.25 1.76 0.08 0.75 388 0 "transit" 2016
"Kepler-1063 b" 3.4 1.49 0.12 1.09 365 0 "transit" 2016
"Kepler-1064 b" 3.88 1.55 0.12 0.85 374 0 "transit" 2016
"Kepler-1065 b" 10.31 3.73 0.05 0.94 1078 0 "transit" 2016
"Kepler-1065 c" 4.42 1.6 0.03 0.94 1078 0 "transit" 2016
"Kepler-1066 b" 20.8 2.36 0.03 0.98 399 0 "transit" 2016
"Kepler-1067 b" 0.41 0.8 0.02 0.95 689 0 "transit" 2016
"Kepler-1068 b" 9.48 3.63 0.13 1.01 1532 0 "transit" 2016
"Kepler-1069 b" 4.42 1.6 0.16 0.99 435 0 "transit" 2016
"Kepler-1070 b" 5.82 1.72 0.07 1.21 1040 0 "transit" 2016
"Kepler-1071 b" 21.25 2.37 0.06 0.86 964 0 "transit" 2016
"Kepler-1072 b" 4.2 1.58 0.03 1.2 976 0 "transit" 2016
"Kepler-1073 b" 18.31 2.3 0.08 1 837 0 "transit" 2016
"Kepler-1073 c" 4.77 1.64 0.05 1 837 0 "transit" 2016
"Kepler-1074 b" 1.86 1.25 0.05 0.6 245 0 "transit" 2016
"Kepler-1075 b" 2.89 1.42 0.02 0.56 265 0 "transit" 2016
"Kepler-1076 b" 0.41 0.8 0.06 0.79 199 0 "transit" 2016
"Kepler-1077 b" 4.08 2.77 0.21 1.02 1098 0 "transit" 2016
"Kepler-1078 b" 8.48 1.9 0.04 0.94 1215 0 "transit" 2016
"Kepler-1079 b" 4.65 1.62 0.11 1.08 481 0 "transit" 2016
"Kepler-1080 b" 6.97 3.28 0.37 1.1 688 0 "transit" 2016
"Kepler-1081 b" 0.89 1.01 0.05 0.88 425 0 "transit" 2016
"Kepler-1082 b" 1.27 1.12 0.03 1.03 628 0 "transit" 2016
"Kepler-1083 b" 7.49 3.36 0.19 0.81 912 0 "transit" 2016
"Kepler-1084 b" 1.23 1.11 0.03 1.12 427 0 "transit" 2016
"Kepler-1085 b" 76.99 7.21 0.74 1.11 1518 0 "transit" 2016
"Kepler-1086 b" 24.12 2.44 0.12 0.7 464 0 "transit" 2016
"Kepler-1086 c" 4.92 2.93 0.52 0.7 464 0 "transit" 2016
"Kepler-1087 b" 0.17 0.6 0.02 0.96 354 0 "transit" 2016
"Kepler-1088 b" 2.89 1.42 0.16 1.08 300 0 "transit" 2016
"Kepler-1089 b" 7.21 1.83 0.05 0.52 227 0 "transit" 2016
"Kepler-1090 b" 16.81 2.25 0.63 0.86 702 1 "transit" 2016
"Kepler-1091 b" 3.14 1.46 0.02 1.01 915 0 "transit" 2016
"Kepler-1092 b" 11.88 2.07 0.29 0.99 914 0 "transit" 2016
"Kepler-1093 b" 9.29 1.95 0.17 1.13 848 0 "transit" 2016
"Kepler-1093 c" 9.51 1.96 0.41 1.13 848 0 "transit" 2016
"Kepler-1094 b" 6.33 3.18 0.37 1.14 1371 0 "transit" 2016
"Kepler-1095 b" 1.65 1.21 0.05 0.94 758 0 "transit" 2016
"Kepler-1096 b" 1.81 1.24 0.03 0.66 344 0 "transit" 2016
"Kepler-1097 b" 6.82 3.26 0.6 0.82 738 0 "transit" 2016
"Kepler-1098 b" 2.1 1.3 0.04 0.99 876 0 "transit" 2016
"Kepler-1099 b" 4.34 2.82 0.03 1.01 1209 0 "transit" 2016
"Kepler-1100 b" 6.1 1.75 0.07 1.21 940 0 "transit" 2016
"Kepler-1101 b" 25.16 2.46 0.36 0.94 897 0 "transit" 2016
"Kepler-1102 b" 3.57 2.65 0.27 0.96 986 0 "transit" 2016
"Kepler-1103 b" 17.55 2.27 0.15 1.11 921 0 "transit" 2016
"Kepler-1104 b" 1.75 1.23 0.06 1.3 516 0 "transit" 2016
"Kepler-1105 b" 10.4 2 0.05 0.71 369 0 "transit" 2016
"Kepler-1106 b" 4.89 1.65 0.02 1.11 1168 0 "transit" 2016
"Kepler-1107 b" 2.37 1.34 0.01 0.86 457 0 "transit" 2016
"Kepler-1108 b" 3.14 1.46 0.05 0.88 764 0 "transit" 2016
"Kepler-1109 b" 14.78 2.18 0.22 1.05 797 0 "transit" 2016
"Kepler-1110 b" 3.57 2.65 0.08 0.73 726 0 "transit" 2016
"Kepler-1111 b" 10.17 1.99 0.09 1.1 1142 0 "transit" 2016
"Kepler-1112 b" 5.34 3.01 0.13 1.34 1734 0 "transit" 2016
"Kepler-1113 b" 4.29 2.81 0.25 1.12 1127 0 "transit" 2016
"Kepler-1114 b" 2.37 1.34 0.11 0.87 427 0 "transit" 2016
"Kepler-1115 b" 5.54 1.7 0.19 1.6 935 0 "transit" 2016
"Kepler-1116 b" 3.1 2.54 0.23 0.95 1017 0 "transit" 2016
"Kepler-1117 b" 1.23 1.11 0.05 0.95 619 0 "transit" 2016
"Kepler-1118 b" 3.92 2.73 0.22 0.96 818 0 "transit" 2016
"Kepler-1119 b" 8.68 1.92 0.08 1.11 1288 0 "transit" 2016
"Kepler-1120 b" 2.58 1.38 0.04 0.78 635 0 "transit" 2016
"Kepler-1121 b" 8.48 1.9 0.12 1.29 529 0 "transit" 2016
"Kepler-1122 b" 11.12 2.04 0.23 0.92 924 0 "transit" 2016
"Kepler-1123 b" 5.14 1.67 0.05 0.93 796 0 "transit" 2016
"Kepler-1124 b" 1.98 1.28 0.03 0.35 177 0 "transit" 2016
"Kepler-1125 b" 7.38 1.84 0.13 0.95 910 0 "transit" 2016
"Kepler-1126 b" 5.82 1.72 0.43 0.92 668 0 "transit" 2016
"Kepler-1127 b" 9.51 1.96 0.06 0.97 996 0 "transit" 2016
"Kepler-1128 b" 9.66 3.65 0.3 0.94 1163 0 "transit" 2016
"Kepler-1129 b" 5.04 2.96 0.16 1 1258 0 "transit" 2016
"Kepler-1129 c" 3.92 2.73 0.35 1 1258 0 "transit" 2016
"Kepler-1130 b" 0.41 0.8 0.06 0.9 234 0 "transit" 2016
"Kepler-1131 b" 4.31 1.59 0.05 1.03 1109 0 "transit" 2016
"Kepler-1132 b" 20.36 2.35 0.3 0.87 940 0 "transit" 2016
"Kepler-1133 b" 9.72 1.97 0.1 0.93 821 0 "transit" 2016
"Kepler-1134 b" 3.52 2.64 0.12 0.84 997 0 "transit" 2016
"Kepler-1135 b" 7.56 1.85 0.35 0.96 728 0 "transit" 2016
"Kepler-1136 b" 4.77 1.64 0.03 0.72 545 0 "transit" 2016
"Kepler-1137 b" 15.1 2.2 0.19 1.5 971 0 "transit" 2016
"Kepler-1138 b" 5.54 1.7 0.04 0.95 1101 0 "transit" 2016
"Kepler-1139 b" 1.54 1.19 0.02 0.94 555 0 "transit" 2016
"Kepler-1140 b" 4.08 2.77 0.15 0.76 657 0 "transit" 2016
"Kepler-1141 b" 0.45 0.82 0.03 1.01 365 0 "transit" 2016
"Kepler-1142 b" 3.22 1.47 0.13 0.97 697 0 "transit" 2016
"Kepler-1143 b" 5.14 1.67 0.04 0.81 632 0 "transit" 2016
"Kepler-1143 c" 9.22 3.6 0.65 0.81 632 0 "transit" 2016
"Kepler-1144 b" 10.17 1.99 0.13 0.98 1012 0 "transit" 2016
"Kepler-1145 b" 2.73 1.4 0.05 0.79 714 0 "transit" 2016
"Kepler-1146 b" 1.75 1.23 0.03 0.74 694 0 "transit" 2016
"Kepler-1147 b" 3.38 2.61 0.1 1.09 1476 0 "transit" 2016
"Kepler-1148 b" 5.4 1.69 0.02 0.81 682 0 "transit" 2016
"Kepler-1149 b" 2.97 1.43 0.05 1.02 1023 0 "transit" 2016
"Kepler-1150 b" 0.92 1.02 0.04 0.76 373 0 "transit" 2016
"Kepler-1151 b" 15.76 2.22 0.31 0.88 763 0 "transit" 2016
"Kepler-1152 b" 0.56 0.87 0.02 0.55 184 0 "transit" 2016
"Kepler-1153 b" 5.82 1.72 0.03 0.91 1185 0 "transit" 2016
"Kepler-1154 b" 19.94 2.34 0.06 1.26 1531 0 "transit" 2016
"Kepler-1154 c" 20.8 2.36 0.09 1.26 1531 0 "transit" 2016
"Kepler-1155 b" 10.88 2.03 0.21 1.03 987 0 "transit" 2016
"Kepler-1156 b" 2.23 1.32 0.1 1 759 0 "transit" 2016
"Kepler-1157 b" 1.14 1.09 0.05 0.76 346 0 "transit" 2016
"Kepler-1158 b" 19.94 2.34 0.12 1.41 1258 0 "transit" 2016
"Kepler-1159 b" 20.8 2.36 0.17 1.19 1238 0 "transit" 2016
"Kepler-1160 b" 13.55 2.14 0.08 0.92 1293 0 "transit" 2016
"Kepler-1161 b" 13.26 2.13 0.08 0.59 428 0 "transit" 2016
"Kepler-1162 b" 15.43 2.21 0.19 0.89 989 0 "transit" 2016
"Kepler-1163 b" 0.96 1.03 0.07 1.22 487 0 "transit" 2016
"Kepler-1164 b" 1.27 1.12 0.05 0.85 447 0 "transit" 2016
"Kepler-1165 b" 3.88 1.55 0.09 1.13 1081 0 "transit" 2016
"Kepler-1166 b" 5.4 1.69 0.2 0.9 648 0 "transit" 2016
"Kepler-1167 b" 5.68 1.71 0.02 0.79 811 0 "transit" 2016
"Kepler-1168 b" 26.81 2.5 0.27 0.87 911 0 "transit" 2016
"Kepler-1169 b" 0.71 0.94 0.07 1.24 538 0 "transit" 2016
"Kepler-1170 b" 22.64 2.41 0.08 0.8 911 0 "transit" 2016
"Kepler-1171 b" 3.15 2.55 0.03 1.58 615 0 "transit" 2016
"Kepler-1172 b" 6.39 3.19 0.17 0.92 1292 0 "transit" 2016
"Kepler-1173 b" 0.58 0.88 0.02 0.86 402 0 "transit" 2016
"Kepler-1174 b" 4.31 1.59 0.07 1.04 829 0 "transit" 2016
"Kepler-1175 b" 5.22 2.99 0.21 0.9 1244 0 "transit" 2016
"Kepler-1176 b" 24.64 2.45 0.16 1.01 1023 0 "transit" 2016
"Kepler-1177 b" 8.48 1.9 0.44 0.98 829 0 "transit" 2016
"Kepler-1178 b" 1.07 1.06 0.18 0.8 336 0 "transit" 2016
"Kepler-1179 b" 2.23 1.32 0.04 0.84 454 0 "transit" 2016
"Kepler-1180 b" 10.17 1.99 0.13 1.09 1284 0 "transit" 2016
"Kepler-1181 b" 4.09 1.57 0.06 1.17 867 0 "transit" 2016
"Kepler-1182 b" 22.64 2.41 0.1 1.04 1258 0 "transit" 2016
"Kepler-1183 b" 4.34 2.82 0.18 1 1378 0 "transit" 2016
"Kepler-1184 b" 3.67 2.68 0.28 1.05 1193 0 "transit" 2016
"Kepler-1185 b" 2.3 1.33 0.43 0.96 296 0 "transit" 2016
"Kepler-1186 b" 16.11 2.23 0.12 0.95 1112 0 "transit" 2016
"Kepler-1187 b" 3.38 2.61 0.14 1.06 1029 0 "transit" 2016
"Kepler-1188 b" 12.15 2.08 0.13 1.04 1202 0 "transit" 2016
"Kepler-1189 b" 6.4 1.77 0.05 1.11 883 0 "transit" 2016
"Kepler-1190 b" 2.3 1.33 0.09 0.76 384 0 "transit" 2016
"Kepler-1191 b" 3.59 1.51 0.06 0.85 876 0 "transit" 2016
"Kepler-1192 b" 20.8 2.36 0.16 0.86 1108 0 "transit" 2016
"Kepler-1193 b" 2.23 1.32 0.04 1.08 695 0 "transit" 2016
"Kepler-1194 b" 3.59 1.51 0.12 0.94 616 0 "transit" 2016
"Kepler-1195 b" 12.15 2.08 0.07 0.74 812 0 "transit" 2016
"Kepler-1196 b" 16.11 2.23 0.32 0.98 946 0 "transit" 2016
"Kepler-1197 b" 1.86 1.25 0.03 0.78 505 0 "transit" 2016
"Kepler-1198 b" 3.22 1.47 0.07 0.93 777 0 "transit" 2016
"Kepler-1199 b" 1.4 1.15 0.12 0.94 540 0 "transit" 2016
"Kepler-1200 b" 1.07 1.06 0.02 0.74 579 0 "transit" 2016
"Kepler-1201 b" 17.93 2.28 0.13 1.15 1202 0 "transit" 2016
"Kepler-1202 b" 4.92 2.93 0.19 1.03 1393 0 "transit" 2016
"Kepler-1203 b" 1.07 1.06 0.01 0.64 269 0 "transit" 2016
"Kepler-1204 b" 5.53 3.05 0.38 1.03 1282 0 "transit" 2016
"Kepler-1205 b" 2.81 1.41 0.02 0.84 766 0 "transit" 2016
"Kepler-1206 b" 4.77 1.64 0.02 0.8 807 0 "transit" 2016
"Kepler-1207 b" 4.65 1.62 0.11 1.06 946 0 "transit" 2016
"Kepler-1208 b" 19.11 2.32 0.09 0.8 877 0 "transit" 2016
"Kepler-1209 b" 3.59 1.51 0.18 1.23 558 0 "transit" 2016
"Kepler-1210 b" 5.54 1.7 0.08 0.94 1155 0 "transit" 2016
"Kepler-1211 b" 3.1 2.54 0.1 0.96 1486 0 "transit" 2016
"Kepler-1212 b" 13.55 2.14 0.11 1.1 1304 0 "transit" 2016
"Kepler-1213 b" 1.54 1.19 0.06 1.14 685 0 "transit" 2016
"Kepler-1214 b" 20.8 2.36 0.13 0.85 757 0 "transit" 2016
"Kepler-1215 b" 1.7 1.22 0.05 0.95 701 0 "transit" 2016
"Kepler-1216 b" 2.65 1.39 0.05 0.99 1124 0 "transit" 2016
"Kepler-1217 b" 10.17 1.99 0.03 1.06 1363 0 "transit" 2016
"Kepler-1218 b" 2.97 1.43 0.16 1.06 667 0 "transit" 2016
"Kepler-1219 b" 12.97 2.12 0.13 1.25 622 0 "transit" 2016
"Kepler-1220 b" 3.69 1.52 0.07 1 958 0 "transit" 2016
"Kepler-1221 b" 8.1 1.88 0.1 0.87 909 0 "transit" 2016
"Kepler-1222 b" 0.39 0.78 0.03 0.84 455 0 "transit" 2016
"Kepler-1223 b" 1.7 1.22 0.12 0.8 455 0 "transit" 2016
"Kepler-1224 b" 2.3 1.33 0.12 1.18 578 0 "transit" 2016
"Kepler-1225 b" 7.04 1.81 0.07 1.13 1241 0 "transit" 2016
"Kepler-1226 b" 3.05 1.44 0.13 1.02 779 0 "transit" 2016
"Kepler-1227 b" 17.93 2.28 0.4 0.97 667 0 "transit" 2016
"Kepler-1228 b" 3.78 1.53 0.01 0.78 547 0 "transit" 2016
"Kepler-1229 b" 2.73 1.4 0.31 0.54 236 1 "transit" 2016
"Kepler-1230 b" 3.82 2.71 0.09 1.06 1433 0 "transit" 2016
"Kepler-1231 b" 2.89 1.42 0.09 1.01 948 0 "transit" 2016
"Kepler-1232 b" 8.88 1.93 0.17 0.92 740 0 "transit" 2016
"Kepler-1233 b" 3.33 2.6 0.26 1.16 1281 0 "transit" 2016
"Kepler-1234 b" 4.29 2.81 0.09 0.8 866 0 "transit" 2016
"Kepler-1235 b" 0.39 0.78 0.05 0.93 533 0 "transit" 2016
"Kepler-1236 b" 13.55 2.14 0.18 0.86 1078 0 "transit" 2016
"Kepler-1237 b" 4.51 2.86 0.37 0.94 1121 0 "transit" 2016
"Kepler-1238 b" 8.88 1.93 0.06 1.3 1533 0 "transit" 2016
"Kepler-1239 b" 4.74 2.9 0.07 1.4 2511 0 "transit" 2016
"Kepler-1240 b" 1.4 1.15 0.06 0.98 614 0 "transit" 2016
"Kepler-1241 b" 3.47 2.63 0.13 0.84 936 0 "transit" 2016
"Kepler-1242 b" 17.18 2.26 0.1 0.77 682 0 "transit" 2016
"Kepler-1243 b" 6.1 1.75 0.13 0.96 877 0 "transit" 2016
"Kepler-1244 b" 2.37 1.34 0.05 1.46 764 0 "transit" 2016
"Kepler-1245 b" 2.97 1.43 0.05 0.86 861 0 "transit" 2016
"Kepler-1245 c" 2.97 1.43 0.04 0.86 861 0 "transit" 2016
"Kepler-1246 b" 2.44 1.36 0.09 0.73 435 0 "transit" 2016
"Kepler-1247 b" 19.52 2.33 0.11 0.86 1094 0 "transit" 2016
"Kepler-1248 b" 1.49 1.18 0.08 1.21 540 0 "transit" 2016
"Kepler-1249 b" 21.25 2.37 0.17 1.19 1674 0 "transit" 2016
"Kepler-1250 b" 8.68 1.92 0.04 0.99 1371 0 "transit" 2016
"Kepler-1251 b" 7.38 1.84 0.24 0.92 863 0 "transit" 2016
"Kepler-1252 b" 5.14 1.67 0.12 1.06 828 0 "transit" 2016
"Kepler-1253 b" 2.3 1.33 0.33 0.97 390 0 "transit" 2016
"Kepler-1254 b" 3.88 1.55 0.08 0.78 676 0 "transit" 2016
"Kepler-1254 c" 2.1 1.3 0.04 0.78 676 0 "transit" 2016
"Kepler-1254 d" 2.17 1.31 0.06 0.78 676 0 "transit" 2016
"Kepler-1255 b" 19.11 2.32 0.22 1.08 1344 0 "transit" 2016
"Kepler-1256 b" 3.4 1.49 0.11 1.17 862 0 "transit" 2016
"Kepler-1257 b" 3.69 1.52 0.04 0.9 1081 0 "transit" 2016
"Kepler-1258 b" 0.53 0.86 0.02 0.99 651 0 "transit" 2016
"Kepler-1259 b" 2.97 1.43 0.01 0.8 704 0 "transit" 2016
"Kepler-1260 b" 6.4 1.77 0.14 1.06 1041 0 "transit" 2016
"Kepler-1261 b" 17.18 2.26 0.24 0.82 795 0 "transit" 2016
"Kepler-1262 b" 7.04 1.81 0.08 0.99 1153 0 "transit" 2016
"Kepler-1263 b" 1.35 1.14 0.05 0.84 695 0 "transit" 2016
"Kepler-1264 b" 1.49 1.18 0.02 0.99 814 0 "transit" 2016
"Kepler-1265 b" 2.37 1.34 0.06 0.71 581 0 "transit" 2016
"Kepler-1266 b" 3.24 2.58 0.17 0.8 901 0 "transit" 2016
"Kepler-1267 b" 5.34 3.01 0.11 1.15 1628 0 "transit" 2016
"Kepler-1268 b" 10.88 2.03 0.24 1.06 1406 0 "transit" 2016
"Kepler-1269 b" 4.65 1.62 0.23 1.1 710 0 "transit" 2016
"Kepler-1270 b" 7.19 3.32 0.07 1.28 1204 0 "transit" 2016
"Kepler-1271 b" 3.31 1.48 0.04 1.13 885 0 "transit" 2016
"Kepler-1272 b" 20.8 2.36 0.27 1.06 896 0 "transit" 2016
"Kepler-1273 b" 26.25 2.49 0.18 0.94 1355 0 "transit" 2016
"Kepler-1274 b" 2.89 1.42 0.08 1.45 609 0 "transit" 2016
"Kepler-1275 b" 3.31 1.48 0.05 1.23 1280 0 "transit" 2016
"Kepler-1276 b" 1.54 1.19 0.11 1.14 587 0 "transit" 2016
"Kepler-1277 b" 4.42 1.6 0.23 0.94 606 0 "transit" 2016
"Kepler-1278 b" 0.89 1.01 0.04 1.11 743 0 "transit" 2016
"Kepler-1279 b" 6.1 1.75 0.17 1.21 1017 0 "transit" 2016
"Kepler-1280 b" 7.92 1.87 0.34 1.2 1006 0 "transit" 2016
"Kepler-1281 b" 4.77 1.64 0.04 0.87 1090 0 "transit" 2016
"Kepler-1282 b" 3.88 1.55 0.03 0.92 1126 0 "transit" 2016
"Kepler-1283 b" 8.48 1.9 0.11 1.16 1452 0 "transit" 2016
"Kepler-1284 b" 1.65 1.21 0.01 0.84 852 0 "transit" 2016
"Kepler-1285 b" 0.8 0.97 0.13 1.2 364 0 "transit" 2016
"Kepler-1286 b" 13.85 2.15 0.1 1 1150 0 "transit" 2016
"Kepler-1287 b" 3.78 1.53 0.1 0.96 1027 0 "transit" 2016
"Kepler-1288 b" 1.27 1.12 0.04 1.2 715 0 "transit" 2016
"Kepler-1289 b" 3.69 1.52 0.08 1.1 1059 0 "transit" 2016
"Kepler-1290 b" 2.89 1.42 0.05 0.95 1321 0 "transit" 2016
"Kepler-1291 b" 5.02 1.66 0.08 0.84 982 0 "transit" 2016
"Kepler-1292 b" 7.04 1.81 0.04 0.95 1406 0 "transit" 2016
"Kepler-1293 b" 0.8 0.97 0.07 1.18 770 0 "transit" 2016
"Kepler-1294 b" 6.39 3.19 0.46 0.99 1120 0 "transit" 2016
"Kepler-1295 b" 3.88 1.55 0.05 0.92 1257 0 "transit" 2016
"Kepler-1296 b" 0.63 0.91 0.08 0.87 631 0 "transit" 2016
"Kepler-1297 b" 0.8 0.97 0.03 0.99 996 0 "transit" 2016
"Kepler-1298 b" 2.17 1.31 0.08 1.45 498 0 "transit" 2016
"Kepler-1299 b" 5.16 2.98 0.14 0.94 1352 0 "transit" 2016
"Kepler-1300 b" 2.51 1.37 0.17 1.29 757 0 "transit" 2016
"Kepler-1301 b" 2.73 1.4 0.08 0.85 816 0 "transit" 2016
"Kepler-1302 b" 2.97 1.43 0.08 0.86 727 0 "transit" 2016
"Kepler-1303 b" 2.89 1.42 0.08 1.01 905 0 "transit" 2016
"Kepler-1304 b" 17.93 2.28 0.12 0.85 682 0 "transit" 2016
"Kepler-1305 b" 8.1 1.88 0.11 0.97 1343 0 "transit" 2016
"Kepler-1306 b" 8.48 1.9 0.12 0.98 1130 0 "transit" 2016
"Kepler-1307 b" 25.16 2.46 0.14 1.06 1396 0 "transit" 2016
"Kepler-1308 b" 0.1 0.52 0.02 0.35 73 0 "transit" 2016
"Kepler-1309 b" 20.8 2.36 0.17 0.85 845 0 "transit" 2016
"Kepler-1310 b" 2.97 1.43 0.01 0.91 583 0 "transit" 2016
"Kepler-1311 b" 1.81 1.24 0.1 1.05 705 0 "transit" 2016
"Kepler-1311 c" 1.7 1.22 0.04 1.05 705 0 "transit" 2016
"Kepler-1312 b" 12.42 2.09 0.06 0.99 305 0 "transit" 2016
"Kepler-1313 b" 6.25 1.76 0.05 0.92 187 0 "transit" 2016
"Kepler-1314 b" 26.46 5.11 0.05 0.6 462 0 "transit" 2016
"Kepler-1315 b" 2.58 1.38 0.02 0.8 505 0 "transit" 2016
"Kepler-1316 b" 8.79 3.54 0.39 1.04 753 0 "transit" 2016
"Kepler-1317 b" 3.99 1.56 0.01 0.83 734 0 "transit" 2016
"Kepler-1318 b" 5.85 3.1 0.63 0.73 475 0 "transit" 2016
"Kepler-1319 A b" 2.81 1.41 0.03 0.56 116.3 0 "primary transit" 2016
"Kepler-1319 b" 2.37 1.34 0.03 0.56 114 0 "transit" 2016
"Kepler-1320 b" 5.54 1.7 0.02 0.8 771 0 "transit" 2016
"Kepler-1321 b" 23.62 4.92 0.08 0.54 547 0 "transit" 2016
"Kepler-1321 c" 22.16 2.4 0.03 0.54 547 0 "transit" 2016
"Kepler-1322 b" 4.54 1.61 0.02 0.9 1217 0 "transit" 2016
"Kepler-1323 b" 3.69 1.52 0.02 1.18 530 0 "transit" 2016
"Kepler-1324 b" 3.59 1.51 0.05 0.78 522 0 "transit" 2016
"Kepler-1325 b" 4.51 2.86 0.2 0.93 955 0 "transit" 2016
"Kepler-1326 b" 14.51 4.18 0.27 1.45 910 0 "transit" 2016
"Kepler-1327 b" 6.88 1.8 0.12 1.02 688 0 "transit" 2016
"Kepler-1328 b" 0.8 0.97 0.05 1 630 0 "transit" 2016
"Kepler-1329 b" 14.46 2.17 0.08 0.72 624 0 "transit" 2016
"Kepler-1330 b" 4.89 1.65 0.09 0.97 939 0 "transit" 2016
"Kepler-1331 b" 1.03 1.05 0.01 0.72 365 0 "transit" 2016
"Kepler-1332 b" 2.51 1.37 0.1 0.95 515 0 "transit" 2016
"Kepler-1333 b" 4.29 2.81 0.44 0.94 958 0 "transit" 2016
"Kepler-1334 b" 17.93 2.28 0.12 0.94 1047 0 "transit" 2016
"Kepler-1335 b" 3.05 1.44 0.06 0.77 628 0 "transit" 2016
"Kepler-1336 b" 9.95 1.98 0.16 0.94 822 0 "transit" 2016
"Kepler-1336 c" 5.68 1.71 0.06 0.94 822 0 "transit" 2016
"Kepler-1337 b" 22.64 2.41 0.15 0.7 588 0 "transit" 2016
"Kepler-1338 b" 0.66 0.92 0.02 1.04 619 0 "transit" 2016
"Kepler-1339 b" 0.28 0.71 0.02 0.94 267 0 "transit" 2016
"Kepler-1340 b" 3.88 1.55 0.02 1.27 1421 0 "transit" 2016
"Kepler-1341 b" 5.22 2.99 0.47 0.79 466 0 "transit" 2016
"Kepler-1342 b" 5.02 1.66 0.03 0.93 941 0 "transit" 2016
"Kepler-1343 b" 8.88 1.93 0.04 0.95 1307 0 "transit" 2016
"Kepler-1344 b" 7.38 1.84 0.06 1.09 851 0 "transit" 2016
"Kepler-1345 b" 20.8 2.36 0.27 1.32 1164 0 "transit" 2016
"Kepler-1346 b" 4.2 1.58 0.05 1.14 1123 0 "transit" 2016
"Kepler-1347 b" 0.96 1.03 0.11 0.82 321 0 "transit" 2016
"Kepler-1348 b" 9.09 1.94 0.18 1.04 1033 0 "transit" 2016
"Kepler-1349 b" 0.27 0.69 0.03 1.16 260 0 "transit" 2016
"Kepler-1350 b" 3.02 2.52 0.04 0.55 350 0 "transit" 2016
"Kepler-1350 c" 5.82 1.72 0.02 0.55 350 0 "transit" 2016
"Kepler-1351 b" 0.22 0.65 0.02 0.7 241 0 "transit" 2016
"Kepler-1352 b" 0.58 0.88 0.03 1.11 637 0 "transit" 2016
"Kepler-1353 b" 6.88 1.8 0.15 0.76 596 0 "transit" 2016
"Kepler-1354 b" 5.1 2.97 0.37 1.16 1057 0 "transit" 2016
"Kepler-1355 b" 3.14 1.46 0.02 0.88 963 0 "transit" 2016
"Kepler-1356 b" 3.69 1.52 0.01 0.82 881 0 "transit" 2016
"Kepler-1357 b" 1.98 1.28 0.04 0.93 1026 0 "transit" 2016
"Kepler-1358 b" 1.27 1.12 0.07 0.82 558 0 "transit" 2016
